Experiment;Name;Year;Crop;AbBiom;AbBiomNc;OrgBiom/Fruit;Grain_dm_nconc_%;OrgBiom/Shoot;Cop_dm_kg_ha;Cop_dm_nconc_%;Leaf_dm_kg_ha;Tuber_dm_kg_ha;Tuber_dm_nconc_%;Emergence;Stem_elongation;Anthesis;Maturity;SWAT_0 - 30;SWAT_30 - 60;SWAT_60 - 90;NMIN_0 - 30;NMIN_30 - 60;NMIN_60 - 90;SWAT_0 - 30;SWAT_30 - 60;SWAT_60 - 90;NMIN_0 - 30;NMIN_30 - 60;NMIN_60 - 90;SWAT_0 - 30;SWAT_30 - 60;SWAT_60 - 90;NMIN_0 - 30;NMIN_30 - 60;NMIN_60 - 90
EX558;ZALF_Muencheberg_V4;2015;SM;10431.99;1.49;1666.53454;;8180.04;2098.91;;;;;07.05.2015;20.06.2015;25.07.2015;14.09.2015;14.846;7.603;;10.537;1.133;;2.787;2.878;6.129;31.658;3.357;3.131;6.239;4.98;4.554;61.787;5.791;3.237
EX559;ZALF_Muencheberg_V4;2015;SM;7625.18;1.56;2437.1036;;7136.23;3069.4;;;;;07.05.2015;20.06.2015;25.07.2015;14.09.2015;15.306;7.295;;12.975;1.362;;3.699;3.342;6.414;28.754;8.336;3.522;7.304;5.541;3.658;27.285;8.269;1.881
EX560;ZALF_Muencheberg_V4;2015;SM;22495.59;1.3;12853.24024;;13176.38;16187.96;;;;;07.05.2015;20.06.2015;25.07.2015;14.09.2015;15.448;7.681;;10.779;1.213;;5.855;6.048;7.191;27.57;2.776;4.159;8.781;8.074;8.012;18.509;4.955;4.709
EX561;ZALF_Muencheberg_V4;2015;SM;18161.93;1.13;9910.72388;;10427.82;12482.02;;;;;07.05.2015;20.06.2015;25.07.2015;14.09.2015;15.297;7.445;;10.151;0.952;;7.85;6.727;7.074;20.942;13.784;5.975;9.528;8.708;9.717;6.047;2.594;6.053
EX562;ZALF_Muencheberg_V4;2015;SM;8700.99;1.54;1599.02072;;7514.73;2013.88;;;;;08.05.2015;20.06.2015;25.07.2015;14.09.2015;14.846;7.603;;10.537;1.133;;2.787;2.878;6.129;31.658;3.357;3.131;6.239;4.98;4.554;61.787;5.791;3.237
EX563;ZALF_Muencheberg_V4;2015;SM;7600.79;1.55;1738.57416;;6569.1;2189.64;;;;;08.05.2015;20.06.2015;25.07.2015;14.09.2015;15.306;7.295;;12.975;1.362;;3.699;3.342;6.414;28.754;8.336;3.522;7.304;5.541;3.658;27.285;8.269;1.881
EX564;ZALF_Muencheberg_V4;2015;SM;20953.26;1.28;13785.84088;;11409.62;17362.52;;;;;08.05.2015;20.06.2015;25.07.2015;14.09.2015;15.448;7.681;;10.779;1.213;;5.855;6.048;7.191;27.57;2.776;4.159;8.781;8.074;8.012;18.509;4.955;4.709
EX565;ZALF_Muencheberg_V4;2015;SM;18005.91;1.14;11281.60458;;9710.53;14208.57;;;;;08.05.2015;20.06.2015;25.07.2015;14.09.2015;15.297;7.445;;10.151;0.952;;7.85;6.727;7.074;20.942;13.784;5.975;9.528;8.708;9.717;6.047;2.594;6.053
EX566;ZALF_Muencheberg_V4;2016;SM;19174.37;0.96;;;;;;;;;08.05.2016;23.06.2016;15.07.2016;14.09.2016;9.113;6.928;8.584;2.55;0.99;3.039;3.301;3.132;6.321;13.913;3.645;4.515;3.197;2.165;4.052;6.565;2.213;2.065
EX567;ZALF_Muencheberg_V4;2016;SM;17052.09;0.95;;;;;;;;;08.05.2016;23.06.2016;15.07.2016;14.09.2016;9.146;7.336;8.524;3.854;1.358;2.773;4.752;4.378;6.68;13.86;6.983;7.32;3.716;2.637;4.115;10.364;4.008;2.552
EX568;ZALF_Muencheberg_V4;2016;SM;23470.47;0.94;;;;;;;;;08.05.2016;23.06.2016;15.07.2016;14.09.2016;9.637;7.146;8.544;2.761;1.095;1.78;6.192;5.618;7.485;11.621;3.825;2.884;4.685;4.162;5.008;5.517;1.832;2.196
EX569;ZALF_Muencheberg_V4;2016;SM;20166.15;0.84;;;;;;;;;08.05.2016;23.06.2016;15.07.2016;14.09.2016;9.793;7.426;8.784;4.65;1.424;1.793;7.857;6.294;7.246;7.703;5.528;6.296;5.782;5.356;5.951;4.482;1.855;3.806
EX570;ZALF_Muencheberg_V4;2017;WR;;;2888.44;1.58;;;;;;;20.10.2016;;;;;;;;;;;;;;;;10.086;7.792;8.921;18.417;9.214;8.794
EX571;ZALF_Muencheberg_V4;2017;WR;;;3664.15;1.47;;;;;;;20.10.2016;;;;;;;;;;;;;;;;10.588;8.524;9.694;15.989;6.011;4.556
EX572;ZALF_Muencheberg_V4;2018;SM;13238.51;;;;;;;;;;05.05.2018;04.06.2018;09.07.2018;13.09.2018;;;;;;;;;;;;;;;;;;
EX573;ZALF_Muencheberg_V4;2018;SM;13018.9;;;;;;;;;;05.05.2018;04.06.2018;09.07.2018;13.09.2018;;;;;;;;;;;;;;;;;;
EX574;ZALF_Muencheberg_V4;2018;SM;17996.3;;;;;;;;;;05.05.2018;04.06.2018;09.07.2018;13.09.2018;;;;;;;;;;;;;;;;;;
EX575;ZALF_Muencheberg_V4;2018;SM;17425.02;;;;;;;;;;05.05.2018;04.06.2018;09.07.2018;13.09.2018;;;;;;;;;;;;;;;;;;
EX576;ZALF_Muencheberg_V4;2019;SM;15567.56;1.1;;;;;;;;;07.05.2019;18.06.2019;18.07.2019;16.08.2019;;;;;;;;;;;;;;;;;;
EX577;ZALF_Muencheberg_V4;2019;SM;14693.4;0.99;;;;;;;;;07.05.2019;18.06.2019;18.07.2019;16.08.2019;;;;;;;;;;;;;;;;;;
EX578;ZALF_Muencheberg_V4;2019;SM;19784.26;1.01;;;;;;;;;07.05.2019;18.06.2019;18.07.2019;16.08.2019;;;;;;;;;;;;;;;;;;
EX579;ZALF_Muencheberg_V4;2019;SM;18939.68;0.9;;;;;;;;;07.05.2019;18.06.2019;18.07.2019;16.08.2019;;;;;;;;;;;;;;;;;;
EX580;ZALF_Muencheberg_V4;2019;SB;;;1271.25;2.41;;;;;;;18.04.2019;25.05.2019;;20.07.2019;;;;;;;;;;;;;;;;;;
EX581;ZALF_Muencheberg_V4;2019;SB;;;834.46;2.43;;;;;;;18.04.2019;25.05.2019;;20.07.2019;;;;;;;;;;;;;;;;;;
EX582;ZALF_Muencheberg_V4;2019;SB;;;1966.38;2.14;;;;;;;18.04.2019;25.05.2019;;20.07.2019;;;;;;;;;;;;;;;;;;
EX583;ZALF_Muencheberg_V4;2019;SB;;;1366.95;2.16;;;;;;;18.04.2019;25.05.2019;;20.07.2019;;;;;;;;;;;;;;;;;;
EX584;ZALF_Muencheberg_V4;2020;SM;10614.27;1.12;;;;;;;;;06.05.2020;20.06.2020;21.07.2020;01.09.2020;;;;;;;;;;;;;;;;;;
EX585;ZALF_Muencheberg_V4;2020;SM;10546.25;1.05;;;;;;;;;06.05.2020;20.06.2020;21.07.2020;01.09.2020;;;;;;;;;;;;;;;;;;
EX586;ZALF_Muencheberg_V4;2020;SM;13927.85;1.06;;;;;;;;;06.05.2020;20.06.2020;21.07.2020;01.09.2020;;;;;;;;;;;;;;;;;;
EX587;ZALF_Muencheberg_V4;2020;SM;14103.94;1.04;;;;;;;;;06.05.2020;20.06.2020;21.07.2020;01.09.2020;;;;;;;;;;;;;;;;;;
EX588;ZALF_Muencheberg_V4;2020;WW;;;5294.74;1.94;;;;;;;24.10.2019;06.04.2020;06.06.2020;23.07.2020;;;;;;;;;;;;;;;;;;
EX589;ZALF_Muencheberg_V4;2020;WW;;;5152.66;1.97;;;;;;;24.10.2019;06.04.2020;06.06.2020;23.07.2020;;;;;;;;;;;;;;;;;;
EX590;ZALF_Muencheberg_V4;2020;WW;;;6826.41;1.7;;;;;;;24.10.2019;06.04.2020;06.06.2020;23.07.2020;;;;;;;;;;;;;;;;;;
EX591;ZALF_Muencheberg_V4;2020;WW;;;6893.91;1.63;;;;;;;24.10.2019;06.04.2020;06.06.2020;23.07.2020;;;;;;;;;;;;;;;;;;
EX592;ZALF_Muencheberg_V4;2021;SM;15403.78;;;;;;;;;;19.05.2021;21.06.2021;19.07.2021;13.09.2021;;;;;;;;;;;;;;;;;;
EX593;ZALF_Muencheberg_V4;2021;SM;11224.9;;;;;;;;;;19.05.2021;21.06.2021;19.07.2021;13.09.2021;;;;;;;;;;;;;;;;;;
EX594;ZALF_Muencheberg_V4;2021;SM;17409.82;;;;;;;;;;19.05.2021;21.06.2021;19.07.2021;13.09.2021;;;;;;;;;;;;;;;;;;
EX595;ZALF_Muencheberg_V4;2021;SM;12997.36;;;;;;;;;;19.05.2021;21.06.2021;19.07.2021;13.09.2021;;;;;;;;;;;;;;;;;;
EX596;ZALF_Muencheberg_V4;2021;WW;;;3675.49;;;;;;;;19.10.2020;20.04.2021;10.06.2021;20.07.2021;;;;;;;;;;;;;;;;;;
EX597;ZALF_Muencheberg_V4;2021;WW;;;3383.34;;;;;;;;19.10.2020;20.04.2021;10.06.2021;20.07.2021;;;;;;;;;;;;;;;;;;
EX598;ZALF_Muencheberg_V4;2021;WW;;;4331.71;;;;;;;;19.10.2020;20.04.2021;10.06.2021;20.07.2021;;;;;;;;;;;;;;;;;;
EX599;ZALF_Muencheberg_V4;2021;WW;;;3985.63;;;;;;;;19.10.2020;20.04.2021;10.06.2021;20.07.2021;;;;;;;;;;;;;;;;;;
EX600;ZALF_Muencheberg_V4;2022;SM;7991.95;1.04;;;;;;;;;08.05.2022;15.06.2022;19.07.2022;06.09.2022;;;;;;;;;;;;;;;;;;
EX601;ZALF_Muencheberg_V4;2022;SM;6333.73;1.03;;;;;;;;;08.05.2022;15.06.2022;19.07.2022;06.09.2022;;;;;;;;;;;;;;;;;;
EX602;ZALF_Muencheberg_V4;2022;SM;12886.47;1.14;;;;;;;;;08.05.2022;15.06.2022;19.07.2022;06.09.2022;;;;;;;;;;;;;;;;;;
EX603;ZALF_Muencheberg_V4;2022;SM;11058.86;1.08;;;;;;;;;08.05.2022;15.06.2022;19.07.2022;06.09.2022;;;;;;;;;;;;;;;;;;
EX604;ZALF_Muencheberg_V4;2022;WW;;;4033.61;1.42;;;;;;;25.10.2021;25.04.2022;02.06.2022;18.07.2022;;;;;;;;;;;;;;;;;;
EX605;ZALF_Muencheberg_V4;2022;WW;;;4038.24;1.65;;;;;;;25.10.2021;25.04.2022;02.06.2022;18.07.2022;;;;;;;;;;;;;;;;;;
EX606;ZALF_Muencheberg_V4;2022;WW;;;3999.11;1.47;;;;;;;25.10.2021;25.04.2022;02.06.2022;18.07.2022;;;;;;;;;;;;;;;;;;
EX607;ZALF_Muencheberg_V4;2022;WW;;;3980.25;1.56;;;;;;;25.10.2021;25.04.2022;02.06.2022;18.07.2022;;;;;;;;;;;;;;;;;;
EX608;ZALF_Muencheberg_V4;2023;SM;15681.92;;;;;;;;;;16.05.2023;20.06.2023;19.07.2023;06.09.2023;;;;;;;;;;;;;;;;;;
EX609;ZALF_Muencheberg_V4;2023;SM;13394.81;;;;;;;;;;16.05.2023;20.06.2023;19.07.2023;06.09.2023;;;;;;;;;;;;;;;;;;
EX610;ZALF_Muencheberg_V4;2023;SM;19047.06;;;;;;;;;;16.05.2023;20.06.2023;19.07.2023;06.09.2023;;;;;;;;;;;;;;;;;;
EX611;ZALF_Muencheberg_V4;2023;SM;17915.88;;;;;;;;;;16.05.2023;20.06.2023;19.07.2023;06.09.2023;;;;;;;;;;;;;;;;;;
EX612;ZALF_Muencheberg_V4;2023;WW;;;4834.15;;;;;;;;06.10.2022;21.04.2023;30.05.2023;18.07.2023;;;;;;;;;;;;;;;;;;
EX613;ZALF_Muencheberg_V4;2023;WW;;;5198.69;;;;;;;;06.10.2022;21.04.2023;30.05.2023;18.07.2023;;;;;;;;;;;;;;;;;;
EX614;JKI_Braunschweig_Rainshelter;2010;WB;14005.13215;;7428.830795;;;;;;;;;23.04.2010;01.06.2010;13.07.2010;;;;;;;;;;;;;;;;;;
EX615;JKI_Braunschweig_Rainshelter;2010;WB;15023.47172;;7827.750821;;;;;;;;;23.04.2010;27.05.2010;30.06.2010;;;;;;;;;;;;;;;;;;
EX616;JKI_Braunschweig_Rainshelter;2010;WB;15629.50422;;8469.414253;;;;;;;;;24.04.2010;27.05.2010;05.07.2010;;;;;;;;;;;;;;;;;;
EX617;JKI_Braunschweig_Rainshelter;2010;WB;13970.64166;;7809.774013;;;;;;;;;23.04.2010;27.05.2010;03.07.2010;;;;;;;;;;;;;;;;;;
EX618;JKI_Braunschweig_Rainshelter;2010;WR;18388.63195;;9238.70444;;;;;;;;;22.04.2010;07.06.2010;15.07.2010;;;;;;;;;;;;;;;;;;
EX619;JKI_Braunschweig_Rainshelter;2010;WR;17269.78428;;8350.865082;;;;;;;;;20.04.2010;07.06.2010;12.07.2010;;;;;;;;;;;;;;;;;;
EX620;JKI_Braunschweig_Rainshelter;2010;WR;18533.80828;;9787.22169;;;;;;;;;20.04.2010;07.06.2010;14.07.2010;;;;;;;;;;;;;;;;;;
EX621;JKI_Braunschweig_Rainshelter;2010;TR;16083.63227;;8187.23383;;;;;;;;;26.04.2010;12.06.2010;15.07.2010;;;;;;;;;;;;;;;;;;
EX622;JKI_Braunschweig_Rainshelter;2010;TR;16811.42603;;9123.304873;;;;;;;;;26.04.2010;16.06.2010;18.07.2010;;;;;;;;;;;;;;;;;;
EX623;JKI_Braunschweig_Rainshelter;2010;TR;19285.2753;;8757.475748;;;;;;;;;28.04.2010;16.06.2010;17.07.2010;;;;;;;;;;;;;;;;;;
EX624;JKI_Braunschweig_Rainshelter;2010;TR;18259.71826;;8851.795243;;;;;;;;;26.04.2010;09.06.2010;14.07.2010;;;;;;;;;;;;;;;;;;
EX625;JKI_Braunschweig_Rainshelter;2010;WW;18095.72205;;10094.17087;;;;;;;;;28.04.2010;17.06.2010;18.07.2010;;;;;;;;;;;;;;;;;;
EX626;JKI_Braunschweig_Rainshelter;2010;WW;15360.93734;;8259.368307;;;;;;;;;28.04.2010;16.06.2010;18.07.2010;;;;;;;;;;;;;;;;;;
EX627;JKI_Braunschweig_Rainshelter;2010;WW;17467.74698;;8725.619777;;;;;;;;;28.04.2010;16.06.2010;22.07.2010;;;;;;;;;;;;;;;;;;
EX628;JKI_Braunschweig_Rainshelter;2010;WB;8491.428464;;3500.697532;;;;;;;;;22.04.2010;30.05.2010;01.07.2010;;;;;;;;;;;;;;;;;;
EX629;JKI_Braunschweig_Rainshelter;2010;WB;9661.799046;;4284.893545;;;;;;;;;22.04.2010;27.05.2010;19.06.2010;;;;;;;;;;;;;;;;;;
EX630;JKI_Braunschweig_Rainshelter;2010;WB;7540.922943;;3322.668066;;;;;;;;;26.04.2010;28.05.2010;22.06.2010;;;;;;;;;;;;;;;;;;
EX631;JKI_Braunschweig_Rainshelter;2010;WB;9904.058133;;4790.482293;;;;;;;;;24.04.2010;28.05.2010;19.06.2010;;;;;;;;;;;;;;;;;;
EX632;JKI_Braunschweig_Rainshelter;2010;WR;12667.08661;;4691.54158;;;;;;;;;20.04.2010;05.06.2010;26.06.2010;;;;;;;;;;;;;;;;;;
EX633;JKI_Braunschweig_Rainshelter;2010;WR;11469.82138;;3990.663433;;;;;;;;;22.04.2010;09.06.2010;01.07.2010;;;;;;;;;;;;;;;;;;
EX634;JKI_Braunschweig_Rainshelter;2010;WR;11197.99373;;4230.962778;;;;;;;;;20.04.2010;07.06.2010;25.06.2010;;;;;;;;;;;;;;;;;;
EX635;JKI_Braunschweig_Rainshelter;2010;TR;7174.295715;;2924.501501;;;;;;;;;27.04.2010;10.06.2010;30.06.2010;;;;;;;;;;;;;;;;;;
EX636;JKI_Braunschweig_Rainshelter;2010;TR;8075.161057;;3820.490056;;;;;;;;;26.04.2010;11.06.2010;03.07.2010;;;;;;;;;;;;;;;;;;
EX637;JKI_Braunschweig_Rainshelter;2010;TR;10100.8891;;3575.046736;;;;;;;;;27.04.2010;11.06.2010;02.07.2010;;;;;;;;;;;;;;;;;;
EX638;JKI_Braunschweig_Rainshelter;2010;TR;8329.40204;;3158.134385;;;;;;;;;26.04.2010;11.06.2010;04.07.2010;;;;;;;;;;;;;;;;;;
EX639;JKI_Braunschweig_Rainshelter;2010;WW;7854.614787;;3406.236701;;;;;;;;;28.04.2010;10.06.2010;02.07.2010;;;;;;;;;;;;;;;;;;
EX640;JKI_Braunschweig_Rainshelter;2010;WW;7487.778088;;3505.984198;;;;;;;;;28.04.2010;09.06.2010;03.07.2010;;;;;;;;;;;;;;;;;;
EX641;JKI_Braunschweig_Rainshelter;2010;WW;7397.253914;;3284.338839;;;;;;;;;28.04.2010;10.06.2010;02.07.2010;;;;;;;;;;;;;;;;;;
EX642;JKI_Braunschweig_Rainshelter;2011;WB;15611.45461;;8425.542802;;;;;;;;;15.04.2011;19.05.2011;26.06.2011;;;;;;;;;;;;;;;;;;
EX643;JKI_Braunschweig_Rainshelter;2011;WB;16226.53788;;9058.71278;;;;;;;;;13.04.2011;16.05.2011;16.06.2011;;;;;;;;;;;;;;;;;;
EX644;JKI_Braunschweig_Rainshelter;2011;WB;17602.52582;;9495.513645;;;;;;;;;13.04.2011;18.05.2011;23.06.2011;;;;;;;;;;;;;;;;;;
EX645;JKI_Braunschweig_Rainshelter;2011;WB;18130.16373;;10807.29421;;;;;;;;;13.04.2011;15.05.2011;22.06.2011;;;;;;;;;;;;;;;;;;
EX646;JKI_Braunschweig_Rainshelter;2011;WR;26606.43302;;13112.13405;;;;;;;;;13.04.2011;25.05.2011;05.07.2011;;;;;;;;;;;;;;;;;;
EX647;JKI_Braunschweig_Rainshelter;2011;WR;22096.86255;;10389.45023;;;;;;;;;13.04.2011;25.05.2011;07.07.2011;;;;;;;;;;;;;;;;;;
EX648;JKI_Braunschweig_Rainshelter;2011;WR;21486.14801;;10181.93122;;;;;;;;;13.04.2011;25.05.2011;07.07.2011;;;;;;;;;;;;;;;;;;
EX649;JKI_Braunschweig_Rainshelter;2011;WR;20535.35397;;10743.37821;;;;;;;;;13.04.2011;25.05.2011;06.07.2011;;;;;;;;;;;;;;;;;;
EX650;JKI_Braunschweig_Rainshelter;2011;TR;19946.62531;;10166.12771;;;;;;;;;13.04.2011;31.05.2011;05.07.2011;;;;;;;;;;;;;;;;;;
EX651;JKI_Braunschweig_Rainshelter;2011;TR;20191.33243;;9865.156572;;;;;;;;;13.04.2011;02.06.2011;23.07.2011;;;;;;;;;;;;;;;;;;
EX652;JKI_Braunschweig_Rainshelter;2011;TR;21275.89839;;9294.171636;;;;;;;;;13.04.2011;01.06.2011;05.07.2011;;;;;;;;;;;;;;;;;;
EX653;JKI_Braunschweig_Rainshelter;2011;TR;21554.05;;10540.25399;;;;;;;;;13.04.2011;31.05.2011;20.07.2011;;;;;;;;;;;;;;;;;;
EX654;JKI_Braunschweig_Rainshelter;2011;WW;18060.44847;;8679.219728;;;;;;;;;13.04.2011;01.06.2011;04.07.2011;;;;;;;;;;;;;;;;;;
EX655;JKI_Braunschweig_Rainshelter;2011;WW;17917.57869;;8691.663754;;;;;;;;;13.04.2011;05.06.2011;07.07.2011;;;;;;;;;;;;;;;;;;
EX656;JKI_Braunschweig_Rainshelter;2011;WW;17284.18366;;8239.718756;;;;;;;;;13.04.2011;31.05.2011;10.07.2011;;;;;;;;;;;;;;;;;;
EX657;JKI_Braunschweig_Rainshelter;2011;WW;17652.72798;;7900.383861;;;;;;;;;13.04.2011;05.06.2011;04.07.2011;;;;;;;;;;;;;;;;;;
EX658;JKI_Braunschweig_Rainshelter;2011;WB;6843.161253;;2599.772193;;;;;;;;;15.04.2011;17.05.2011;04.06.2011;;;;;;;;;;;;;;;;;;
EX659;JKI_Braunschweig_Rainshelter;2011;WB;8734.131339;;3776.58588;;;;;;;;;13.04.2011;13.05.2011;02.06.2011;;;;;;;;;;;;;;;;;;
EX660;JKI_Braunschweig_Rainshelter;2011;WB;8066.664239;;3715.253977;;;;;;;;;15.04.2011;15.05.2011;04.06.2011;;;;;;;;;;;;;;;;;;
EX661;JKI_Braunschweig_Rainshelter;2011;WB;8599.119286;;3879.590409;;;;;;;;;13.04.2011;15.05.2011;31.05.2011;;;;;;;;;;;;;;;;;;
EX662;JKI_Braunschweig_Rainshelter;2011;WR;11792.1302;;5060.461557;;;;;;;;;13.04.2011;23.05.2011;12.06.2011;;;;;;;;;;;;;;;;;;
EX663;JKI_Braunschweig_Rainshelter;2011;WR;9906.476889;;3559.796041;;;;;;;;;13.04.2011;22.05.2011;19.06.2011;;;;;;;;;;;;;;;;;;
EX664;JKI_Braunschweig_Rainshelter;2011;WR;9728.266578;;3343.751496;;;;;;;;;13.04.2011;23.05.2011;09.06.2011;;;;;;;;;;;;;;;;;;
EX665;JKI_Braunschweig_Rainshelter;2011;WR;9542.876062;;3799.953089;;;;;;;;;13.04.2011;22.05.2011;08.06.2011;;;;;;;;;;;;;;;;;;
EX666;JKI_Braunschweig_Rainshelter;2011;TR;8806.249891;;3100.920109;;;;;;;;;13.04.2011;29.05.2011;11.06.2011;;;;;;;;;;;;;;;;;;
EX667;JKI_Braunschweig_Rainshelter;2011;TR;8563.26656;;3291.437504;;;;;;;;;13.04.2011;29.05.2011;19.06.2011;;;;;;;;;;;;;;;;;;
EX668;JKI_Braunschweig_Rainshelter;2011;TR;9630.898497;;3345.041627;;;;;;;;;15.04.2011;30.05.2011;26.06.2011;;;;;;;;;;;;;;;;;;
EX669;JKI_Braunschweig_Rainshelter;2011;TR;10268.67305;;3545.696131;;;;;;;;;13.04.2011;29.05.2011;15.06.2011;;;;;;;;;;;;;;;;;;
EX670;JKI_Braunschweig_Rainshelter;2011;WW;9389.118927;;3879.37859;;;;;;;;;13.04.2011;31.05.2011;22.06.2011;;;;;;;;;;;;;;;;;;
EX671;JKI_Braunschweig_Rainshelter;2011;WW;7895.052374;;2949.189019;;;;;;;;;13.04.2011;31.05.2011;15.06.2011;;;;;;;;;;;;;;;;;;
EX672;JKI_Braunschweig_Rainshelter;2011;WW;7959.479867;;3073.016832;;;;;;;;;13.04.2011;31.05.2011;11.06.2011;;;;;;;;;;;;;;;;;;
EX673;JKI_Braunschweig_Rainshelter;2011;WW;7831.69378;;2482.831564;;;;;;;;;13.04.2011;02.06.2011;16.06.2011;;;;;;;;;;;;;;;;;;
EX674;UTP_Bydgoszcz;2011;SB;;;4730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX675;UTP_Bydgoszcz;2011;SB;;;5080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX676;UTP_Bydgoszcz;2011;SB;;;4850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX677;UTP_Bydgoszcz;2011;SB;;;4870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX678;UTP_Bydgoszcz;2011;SB;;;3450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX679;UTP_Bydgoszcz;2011;SB;;;3400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX680;UTP_Bydgoszcz;2011;SB;;;3360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX681;UTP_Bydgoszcz;2011;SB;;;3350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX682;UTP_Bydgoszcz;2012;SB;;;4090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX683;UTP_Bydgoszcz;2012;SB;;;6130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX684;UTP_Bydgoszcz;2012;SB;;;5820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX685;UTP_Bydgoszcz;2012;SB;;;5560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX686;UTP_Bydgoszcz;2012;SB;;;3530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX687;UTP_Bydgoszcz;2012;SB;;;4610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX688;UTP_Bydgoszcz;2012;SB;;;4540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX689;UTP_Bydgoszcz;2012;SB;;;4300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX690;UTP_Bydgoszcz;2013;SB;;;4850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX691;UTP_Bydgoszcz;2013;SB;;;5580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX692;UTP_Bydgoszcz;2013;SB;;;5630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX693;UTP_Bydgoszcz;2013;SB;;;6490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX694;UTP_Bydgoszcz;2013;SB;;;4570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX695;UTP_Bydgoszcz;2013;SB;;;4980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX696;UTP_Bydgoszcz;2013;SB;;;4960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX697;UTP_Bydgoszcz;2013;SB;;;5280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX698;UTP_Bydgoszcz;2013;SW;;;5500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX699;UTP_Bydgoszcz;2013;SW;;;7270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX700;UTP_Bydgoszcz;2013;SW;;;7830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX701;UTP_Bydgoszcz;2013;SW;;;7950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX702;UTP_Bydgoszcz;2013;SW;;;5050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX703;UTP_Bydgoszcz;2013;SW;;;6800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX704;UTP_Bydgoszcz;2013;SW;;;6920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX705;UTP_Bydgoszcz;2013;SW;;;6880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX706;UTP_Bydgoszcz;2014;SB;;;6960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX707;UTP_Bydgoszcz;2014;SB;;;7670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX708;UTP_Bydgoszcz;2014;SB;;;8070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX709;UTP_Bydgoszcz;2014;SB;;;8830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX710;UTP_Bydgoszcz;2014;SB;;;6910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX711;UTP_Bydgoszcz;2014;SB;;;7550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX712;UTP_Bydgoszcz;2014;SB;;;7980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX713;UTP_Bydgoszcz;2014;SB;;;7790;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX714;UTP_Bydgoszcz;2014;SW;;;4380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX715;UTP_Bydgoszcz;2014;SW;;;5630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX716;UTP_Bydgoszcz;2014;SW;;;6650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX717;UTP_Bydgoszcz;2014;SW;;;6390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX718;UTP_Bydgoszcz;2014;SW;;;3690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX719;UTP_Bydgoszcz;2014;SW;;;4100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX720;UTP_Bydgoszcz;2014;SW;;;4620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX721;UTP_Bydgoszcz;2014;SW;;;5160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX722;UTP_Bydgoszcz;2015;SB;;;7010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
