Experiment;Name;Weather;Soil;Year;Sowing;Harvest;Irrigation;Management;Fertilisation_org;Fertilisation_min;Residues;CO2;Crop;Cultivar;Lat;Long;Elevation
EX638;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;dry;;;;;;TR;Massimo;52.296;10.436;75
EX639;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;dry;;;;;;TR;Tulus;52.296;10.436;75
EX640;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;dry;;;;;;WW;Hyland;52.296;10.436;75
EX641;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;dry;;;;;;WW;Kredo;52.296;10.436;75
EX642;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;dry;;;;;;WW;Ludwig;52.296;10.436;75
EX643;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;WB;Campanile;52.296;10.436;75
EX644;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;WB;Fridericus;52.296;10.436;75
EX645;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;WB;Highlight;52.296;10.436;75
EX646;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;WB;Zzoom;52.296;10.436;75
EX647;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;WR;Askari;52.296;10.436;75
EX648;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;WR;Conduct;52.296;10.436;75
EX649;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;WR;Hellvus;52.296;10.436;75
EX650;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;WR;Visello;52.296;10.436;75
EX651;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;TR;Agostino;52.296;10.436;75
EX652;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;TR;Grenado;52.296;10.436;75
EX653;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;TR;Massimo;52.296;10.436;75
EX654;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;TR;Tulus;52.296;10.436;75
EX655;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;WW;Hyland;52.296;10.436;75
EX656;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;WW;Kredo;52.296;10.436;75
EX657;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;WW;Ludwig;52.296;10.436;75
EX658;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;wet;;;;;;WW;Manager;52.296;10.436;75
EX659;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;WB;Campanile;52.296;10.436;75
EX660;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;WB;Fridericus;52.296;10.436;75
EX661;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;WB;Highlight;52.296;10.436;75
EX662;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;WB;Zzoom;52.296;10.436;75
EX663;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;WR;Askari;52.296;10.436;75
EX664;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;WR;Conduct;52.296;10.436;75
EX665;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;WR;Hellvus;52.296;10.436;75
EX666;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;WR;Visello;52.296;10.436;75
EX667;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;TR;Agostino;52.296;10.436;75
EX668;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;TR;Grenado;52.296;10.436;75
EX669;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;TR;Massimo;52.296;10.436;75
EX670;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;TR;Tulus;52.296;10.436;75
EX671;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;WW;Hyland;52.296;10.436;75
EX672;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;WW;Kredo;52.296;10.436;75
EX673;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;WW;Ludwig;52.296;10.436;75
EX674;JKI_Braunschweig_Rainshelter;weather12;soil9;2011;;;dry;;;;;;WW;Manager;52.296;10.436;75
